,English,Family Composition,Generation,Parents education,Family Income,athletic level,F1_Work(h/week),F2_College entrance,F2_transferred,F2_grant,F1_units in math,F1_Std Math,high school attendence,S-T relationship,School Urbanicity,%Hispanic teacher,%Hispanic_NR teacher,%white teacher,%Black teacher,%Asian teacher,%Hawaiian teacher,%Indian teacher,Number of school activities,credits(first year),9_12_GPA,F3_GPA(first year),F3_Highest level of education,Std Math/Reading,Ins_attended,F3_GPA(all),gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,Race_Hispanic,Race_More than one race,Race_White,Marital_Par_Married,Marital_Par_Married_chld,Marital_Par_Single,Marital_Par_Single_chld
10376,1.0,7.0,3.0,3.0,9,2.0,4.0,3.0,0.0,1.0,4.0,55.04,5.0,1.862,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,32.0,6.0,3.25,1.0,55.5,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
10440,1.0,1.0,3.0,5.0,10,1.0,6.0,2.0,0.0,1.0,4.0,52.09,5.0,0.742,2,1.0,1.0,94.0,4.0,0.0,0.0,0.0,0.0,29.0,5.0,3.25,0.0,56.25,1.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
10445,1.0,1.0,3.0,6.0,10,0.0,2.0,4.0,0.0,1.0,4.0,62.26,5.0,0.997,2,1.0,1.0,94.0,4.0,0.0,0.0,0.0,5.0,35.0,6.0,3.75,1.0,66.21,2.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
10452,1.0,5.0,3.0,5.0,10,2.0,4.0,3.0,0.0,1.0,2.0,47.02,5.0,0.069,2,1.0,1.0,94.0,4.0,0.0,0.0,0.0,1.0,34.0,4.0,3.25,1.0,53.66,2.0,3.25,1,0,0,0,1,0,0,0,0,0,1,0
10520,0.0,1.0,2.0,6.0,12,1.0,3.0,4.0,0.0,1.0,4.0,68.65,5.0,0.069,2,3.0,0.0,95.0,5.0,0.0,0.0,0.0,2.0,29.0,5.0,3.0,1.0,63.96,1.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0
10533,0.0,1.0,2.0,7.0,11,2.0,3.0,3.0,0.0,1.0,5.0,66.37,5.0,0.069,2,3.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,1.0,66.27,2.0,4.0,1,0,0,1,0,0,0,0,0,0,1,0
10585,1.0,1.0,2.0,8.0,11,1.0,3.0,4.0,1.0,0.0,4.0,53.6,5.0,1.189,2,4.0,0.0,90.0,2.0,2.0,6.0,0.0,0.0,20.0,3.0,1.75,0.0,49.91,1.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0
10586,0.0,5.0,2.0,5.0,12,1.0,1.0,4.0,0.0,1.0,4.0,59.35,5.0,1.607,2,4.0,0.0,90.0,2.0,2.0,6.0,0.0,1.0,25.0,4.0,2.25,1.0,67.2,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
10591,0.0,1.0,2.0,7.0,13,1.0,0.0,4.0,0.0,0.0,4.0,65.68,5.0,0.324,3,2.0,0.0,97.0,0.0,1.0,0.0,0.0,5.0,27.0,6.0,2.75,1.0,71.14,1.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0
10592,1.0,1.0,3.0,7.0,13,0.0,5.0,4.0,0.0,1.0,4.0,70.15,5.0,0.324,3,2.0,0.0,97.0,0.0,1.0,0.0,0.0,1.0,33.0,5.0,3.5,0.0,57.32,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
10599,1.0,1.0,3.0,6.0,10,2.0,1.0,3.0,1.0,1.0,4.0,48.8,5.0,0.324,3,2.0,0.0,97.0,0.0,1.0,0.0,0.0,0.0,13.0,4.0,3.5,0.0,53.95,1.0,1.75,0,1,0,0,0,0,0,1,0,0,1,0
10600,1.0,4.0,3.0,7.0,13,2.0,3.0,3.0,0.0,1.0,4.0,60.32,5.0,0.324,3,2.0,0.0,97.0,0.0,1.0,0.0,0.0,0.0,27.0,5.0,3.0,1.0,59.16,2.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
10605,1.0,6.0,3.0,7.0,9,0.0,1.0,4.0,0.0,1.0,4.0,68.28,5.0,0.324,3,2.0,0.0,97.0,0.0,1.0,0.0,0.0,3.0,9.0,6.0,3.5,1.0,65.48,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
10644,1.0,2.0,3.0,5.0,10,2.0,2.0,4.0,0.0,1.0,4.0,60.13,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,39.0,6.0,3.5,1.0,44.89,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
10657,1.0,1.0,3.0,5.0,12,2.0,2.0,4.0,0.0,1.0,5.0,63.81,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,3.5,1.0,65.56,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
10658,1.0,1.0,3.0,7.0,11,2.0,0.0,4.0,0.0,1.0,3.0,46.33,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,35.0,5.0,3.25,1.0,57.45,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
10666,1.0,1.0,3.0,3.0,11,2.0,3.0,4.0,0.0,1.0,5.0,64.18,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,48.0,6.0,2.75,1.0,66.04,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
10669,1.0,1.0,3.0,6.0,10,3.0,3.0,4.0,0.0,1.0,4.0,60.4,5.0,0.934,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,21.0,4.0,2.75,1.0,57.26,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
10799,1.0,7.0,3.0,7.0,6,0.0,2.0,2.0,0.0,1.0,5.0,55.48,5.0,0.324,1,18.0,0.0,65.0,15.0,1.0,1.0,0.0,0.0,25.0,3.0,3.0,1.0,53.85,1.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0
10819,0.0,5.0,2.0,3.0,5,1.0,0.0,2.0,0.0,1.0,2.0,37.81,5.0,0.324,1,18.0,0.0,65.0,15.0,1.0,1.0,0.0,1.0,14.0,1.0,2.0,1.0,37.65,2.0,1.75,1,0,0,0,0,1,0,0,0,0,1,0
10908,1.0,5.0,3.0,2.0,5,0.0,4.0,3.0,0.0,1.0,5.0,53.85,5.0,0.579,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,25.0,3.0,1.75,1.0,54.14,2.0,2.75,1,0,0,0,1,0,0,0,1,0,0,0
10909,0.0,1.0,1.0,2.0,6,2.0,0.0,3.0,0.0,1.0,4.0,55.3,5.0,0.579,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,1.0,6.0,4.0,3.5,1.0,52.95,2.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0
10913,1.0,5.0,3.0,3.0,8,2.0,5.0,3.0,0.0,1.0,5.0,53.2,5.0,0.579,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,3.0,37.0,4.0,3.5,0.0,55.52,2.0,3.75,1,0,0,0,1,0,0,0,0,0,1,0
10916,0.0,1.0,2.0,6.0,9,2.0,0.0,2.0,0.0,0.0,5.0,58.12,5.0,0.324,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,2.0,48.0,5.0,3.25,1.0,59.74,1.0,3.5,1,0,0,1,0,0,0,0,0,0,1,0
10917,1.0,1.0,3.0,7.0,10,2.0,1.0,4.0,0.0,1.0,5.0,60.96,5.0,1.252,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,2.0,30.0,6.0,4.0,1.0,66.64,1.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0
10918,0.0,5.0,2.0,7.0,9,2.0,1.0,3.0,0.0,1.0,5.0,63.93,5.0,2.349,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,28.0,5.0,3.25,1.0,59.66,2.0,3.25,1,0,0,0,0,1,0,0,0,0,1,0
10921,1.0,1.0,3.0,2.0,10,1.0,4.0,4.0,0.0,0.0,5.0,59.74,5.0,0.579,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,29.0,4.0,2.5,0.0,55.26,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
10925,1.0,5.0,3.0,2.0,9,2.0,6.0,3.0,0.0,0.0,4.0,58.58,5.0,1.862,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,4.0,32.0,5.0,3.5,1.0,58.9,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
10928,1.0,7.0,3.0,2.0,4,2.0,4.0,2.0,0.0,0.0,4.0,45.66,5.0,1.252,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,1.0,30.0,4.0,2.5,1.0,51.76,1.0,2.5,1,0,0,0,1,0,0,0,0,0,1,0
10931,1.0,1.0,3.0,6.0,11,2.0,9.0,2.0,1.0,0.0,4.0,49.77,5.0,1.252,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,32.0,4.0,3.0,1.0,47.75,2.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
10934,0.0,1.0,1.0,2.0,8,1.0,2.0,3.0,0.0,1.0,5.0,68.83,5.0,0.324,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,1.0,40.0,5.0,3.25,1.0,61.96,2.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0
10935,1.0,5.0,3.0,3.0,8,3.0,0.0,3.0,0.0,1.0,5.0,57.57,5.0,2.349,1,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,57.27,1.0,1.5,0,1,0,0,1,0,0,0,0,0,1,0
11060,1.0,1.0,2.0,2.0,11,1.0,7.0,3.0,0.0,1.0,2.0,56.0,5.0,1.607,2,2.0,0.0,95.0,2.0,1.0,0.0,0.0,1.0,34.0,3.0,3.5,1.0,60.39,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
11070,1.0,1.0,3.0,7.0,11,2.0,2.0,3.0,0.0,0.0,3.0,55.07,5.0,0.934,2,2.0,0.0,95.0,2.0,1.0,0.0,0.0,1.0,30.0,4.0,3.25,1.0,54.56,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11072,1.0,1.0,3.0,8.0,12,2.0,3.0,4.0,0.0,1.0,4.0,55.95,5.0,0.324,2,0.0,1.0,98.0,0.0,1.0,0.0,0.0,0.0,15.0,5.0,3.75,1.0,64.7,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11076,1.0,1.0,3.0,7.0,12,2.0,3.0,2.0,0.0,0.0,4.0,61.49,5.0,0.069,2,0.0,1.0,98.0,0.0,1.0,0.0,0.0,0.0,22.0,6.0,3.0,1.0,65.64,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
11085,1.0,1.0,3.0,6.0,12,0.0,1.0,4.0,0.0,1.0,4.0,65.06,5.0,0.069,2,0.0,1.0,98.0,0.0,1.0,0.0,0.0,0.0,32.0,6.0,3.75,1.0,74.49,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
11106,1.0,5.0,3.0,3.0,4,3.0,5.0,2.0,1.0,1.0,3.0,47.56,5.0,0.069,2,17.0,0.0,70.0,11.0,2.0,17.0,0.0,0.0,31.0,3.0,2.75,1.0,48.65,2.0,2.5,1,0,0,0,1,0,0,0,0,0,1,0
11117,1.0,1.0,3.0,7.0,12,0.0,1.0,3.0,0.0,1.0,3.0,63.74,5.0,0.324,2,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,3.25,1.0,60.89,1.0,3.5,1,0,0,0,1,0,0,0,0,0,1,0
11133,1.0,1.0,3.0,6.0,11,3.0,3.0,3.0,0.0,1.0,3.0,56.62,5.0,0.324,2,2.0,0.0,96.0,1.0,1.0,0.0,0.0,3.0,30.0,5.0,3.75,1.0,60.55,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
11138,1.0,1.0,3.0,8.0,12,2.0,0.0,3.0,0.0,0.0,5.0,70.35,5.0,1.252,2,2.0,0.0,96.0,1.0,1.0,0.0,0.0,5.0,29.0,6.0,3.75,1.0,65.84,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
11144,1.0,2.0,3.0,6.0,11,2.0,4.0,4.0,0.0,1.0,5.0,64.62,5.0,0.324,2,2.0,0.0,96.0,1.0,1.0,0.0,0.0,3.0,6.0,6.0,3.75,1.0,66.72,2.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
11148,1.0,5.0,3.0,6.0,8,3.0,3.0,3.0,0.0,1.0,4.0,63.13,5.0,0.324,2,2.0,0.0,96.0,1.0,1.0,0.0,0.0,4.0,31.0,5.0,2.0,1.0,58.26,2.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
11150,1.0,5.0,3.0,6.0,10,3.0,8.0,4.0,0.0,1.0,5.0,67.0,5.0,0.324,2,2.0,0.0,96.0,1.0,1.0,0.0,0.0,1.0,28.0,5.0,2.75,1.0,70.61,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
11201,1.0,1.0,3.0,7.0,12,3.0,8.0,2.0,0.0,1.0,3.0,52.1,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,2.25,0.0,55.39,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
11202,1.0,3.0,3.0,4.0,9,3.0,2.0,3.0,0.0,0.0,3.0,50.55,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,2.75,0.0,53.64,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
11203,1.0,2.0,3.0,4.0,7,1.0,4.0,3.0,0.0,1.0,2.0,61.88,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,40.0,6.0,3.25,1.0,57.76,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11212,1.0,1.0,3.0,6.0,7,0.0,1.0,4.0,0.0,1.0,2.0,62.54,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,35.0,6.0,3.75,1.0,64.06,2.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
11216,1.0,1.0,3.0,6.0,10,2.0,3.0,3.0,0.0,0.0,2.0,56.27,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,4.0,2.5,1.0,54.3,1.0,2.25,1,0,0,0,0,0,0,1,0,0,1,0
11220,1.0,1.0,3.0,6.0,12,2.0,3.0,3.0,0.0,0.0,4.0,56.67,5.0,0.324,2,0.0,0.0,95.0,5.0,0.0,0.0,0.0,2.0,34.0,3.0,2.5,1.0,58.39,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
11226,1.0,1.0,3.0,4.0,10,2.0,3.0,4.0,0.0,1.0,5.0,62.22,5.0,0.324,2,0.0,0.0,95.0,5.0,0.0,0.0,0.0,3.0,35.0,6.0,4.0,1.0,68.64,2.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
11228,1.0,1.0,3.0,6.0,10,2.0,2.0,4.0,0.0,1.0,6.0,67.08,5.0,0.579,2,0.0,0.0,95.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,1.75,0.0,67.54,1.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
11233,1.0,1.0,3.0,6.0,10,0.0,6.0,2.0,1.0,1.0,3.0,51.26,5.0,0.997,2,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,27.0,4.0,2.5,1.0,49.36,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
11234,1.0,1.0,3.0,7.0,9,2.0,6.0,3.0,0.0,0.0,5.0,61.03,5.0,0.324,2,0.0,0.0,95.0,5.0,0.0,0.0,0.0,4.0,31.0,6.0,3.5,1.0,63.21,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
11235,1.0,1.0,3.0,5.0,12,2.0,4.0,3.0,0.0,1.0,4.0,64.49,5.0,0.579,2,0.0,0.0,95.0,5.0,0.0,0.0,0.0,3.0,36.0,6.0,3.75,1.0,61.54,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
11428,1.0,5.0,3.0,6.0,6,2.0,6.0,2.0,1.0,0.0,4.0,43.67,5.0,2.094,1,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,27.0,4.0,1.75,0.0,46.3,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
11463,1.0,5.0,3.0,3.0,7,1.0,0.0,4.0,0.0,0.0,4.0,61.55,5.0,0.556,1,2.0,0.0,77.0,20.0,0.0,1.0,0.0,2.0,15.0,4.0,1.0,0.0,57.61,1.0,0.75,0,1,0,0,1,0,0,0,0,0,1,0
11470,0.0,5.0,1.0,6.0,11,0.0,2.0,3.0,0.0,0.0,6.0,67.23,5.0,1.252,1,2.0,0.0,77.0,20.0,0.0,1.0,0.0,3.0,37.0,6.0,3.5,1.0,54.54,1.0,3.5,0,1,0,1,0,0,0,0,0,0,1,0
11474,0.0,4.0,1.0,6.0,7,0.0,5.0,3.0,0.0,1.0,6.0,67.53,5.0,0.069,1,2.0,0.0,77.0,20.0,0.0,1.0,0.0,0.0,60.0,6.0,3.25,1.0,60.56,1.0,3.25,1,0,0,1,0,0,0,0,0,0,1,0
11486,1.0,1.0,3.0,6.0,9,2.0,1.0,3.0,0.0,0.0,4.0,61.03,5.0,1.607,1,8.0,0.0,62.0,30.0,0.0,0.0,0.0,3.0,37.0,6.0,3.5,1.0,63.13,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11493,1.0,1.0,3.0,5.0,12,0.0,4.0,3.0,0.0,0.0,3.0,61.96,5.0,0.324,1,8.0,0.0,62.0,30.0,0.0,0.0,0.0,1.0,28.0,4.0,1.5,0.0,64.34,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
11497,1.0,1.0,3.0,6.0,8,2.0,0.0,3.0,0.0,1.0,4.0,42.39,5.0,1.584,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,0.0,27.0,4.0,2.5,1.0,42.91,1.0,2.75,0,1,0,0,1,0,0,0,0,0,1,0
11498,1.0,2.0,3.0,6.0,12,1.0,2.0,4.0,0.0,1.0,4.0,57.76,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,2.0,30.0,5.0,3.5,1.0,65.2,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11500,1.0,1.0,3.0,3.0,11,0.0,1.0,4.0,0.0,1.0,3.0,50.76,5.0,0.201,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,1.0,34.0,5.0,3.5,1.0,58.87,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
11501,1.0,2.0,3.0,5.0,11,3.0,5.0,3.0,0.0,0.0,3.0,60.38,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,0.0,30.0,3.0,2.5,1.0,59.59,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
11502,1.0,1.0,3.0,8.0,12,1.0,3.0,4.0,0.0,1.0,4.0,63.94,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,3.0,28.0,4.0,3.25,1.0,72.66,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11503,1.0,1.0,3.0,5.0,11,2.0,1.0,4.0,1.0,0.0,4.0,64.64,5.0,1.066,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,3.0,27.0,6.0,3.75,1.0,64.31,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
11505,0.0,1.0,1.0,8.0,8,1.0,3.0,4.0,0.0,1.0,4.0,63.11,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,0.0,54.0,5.0,3.0,0.0,68.74,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11509,1.0,1.0,3.0,6.0,9,1.0,3.0,3.0,0.0,1.0,4.0,51.25,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,2.0,26.0,4.0,2.25,0.0,52.09,1.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
11513,1.0,1.0,3.0,6.0,12,2.0,1.0,4.0,0.0,0.0,4.0,68.12,5.0,0.811,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,4.0,26.0,6.0,3.25,1.0,61.94,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
11516,1.0,5.0,3.0,6.0,9,0.0,2.0,1.0,0.0,1.0,4.0,49.32,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,1.0,11.0,4.0,1.0,0.0,45.25,2.0,2.25,1,0,0,0,0,0,0,1,0,0,1,0
11517,0.0,1.0,2.0,1.0,8,2.0,4.0,3.0,0.0,1.0,4.0,68.09,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,3.0,39.0,5.0,3.25,1.0,65.2,2.0,3.5,1,0,0,1,0,0,0,0,0,0,1,0
11519,0.0,1.0,2.0,8.0,10,2.0,1.0,4.0,0.0,0.0,3.0,69.54,5.0,0.069,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,1.0,29.0,3.0,3.0,1.0,57.99,1.0,2.5,0,1,0,1,0,0,0,0,0,0,1,0
11520,0.0,1.0,2.0,7.0,11,0.0,1.0,3.0,0.0,0.0,4.0,60.2,5.0,0.324,1,5.0,0.0,85.0,13.0,0.0,0.0,15.0,4.0,40.0,5.0,3.0,1.0,53.71,1.0,3.25,1,0,0,0,0,1,0,0,0,0,1,0
11547,0.0,1.0,3.0,8.0,10,2.0,0.0,4.0,0.0,1.0,4.0,66.27,5.0,2.094,1,3.0,0.0,80.0,16.0,0.0,0.0,0.0,1.0,20.0,5.0,2.0,1.0,71.38,2.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
11548,1.0,6.0,3.0,8.0,12,3.0,1.0,3.0,0.0,0.0,2.0,49.22,5.0,0.069,1,3.0,0.0,80.0,16.0,0.0,0.0,0.0,1.0,30.0,3.0,3.0,1.0,49.62,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
11549,1.0,5.0,3.0,2.0,8,2.0,0.0,4.0,0.0,1.0,3.0,57.07,5.0,0.324,1,3.0,0.0,80.0,16.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,1.0,54.24,1.0,2.5,1,0,0,0,1,0,0,0,0,0,1,0
11557,1.0,1.0,3.0,6.0,10,2.0,2.0,4.0,0.0,1.0,4.0,65.13,5.0,1.607,1,3.0,0.0,80.0,16.0,0.0,0.0,0.0,3.0,35.0,6.0,3.5,1.0,68.07,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
11566,1.0,1.0,3.0,6.0,8,0.0,1.0,4.0,1.0,0.0,2.0,63.7,5.0,0.934,1,3.0,0.0,80.0,16.0,0.0,0.0,0.0,2.0,29.0,3.0,3.5,0.0,62.94,1.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
11570,1.0,5.0,3.0,4.0,8,1.0,4.0,3.0,0.0,1.0,4.0,47.74,5.0,0.579,1,0.0,0.0,28.0,65.0,0.0,0.0,0.0,4.0,51.0,4.0,2.75,1.0,49.04,1.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
11584,1.0,2.0,3.0,6.0,8,0.0,4.0,3.0,0.0,0.0,3.0,51.94,5.0,0.324,2,0.0,0.0,94.0,6.0,0.0,0.0,0.0,0.0,29.0,4.0,1.75,0.0,51.42,2.0,1.75,0,1,0,0,1,0,0,0,0,0,0,1
11603,1.0,2.0,3.0,4.0,10,0.0,5.0,4.0,0.0,1.0,4.0,60.43,5.0,0.742,2,0.0,0.0,94.0,6.0,0.0,0.0,0.0,2.0,22.0,3.0,1.75,1.0,58.31,1.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0
11607,0.0,1.0,1.0,3.0,8,0.0,0.0,3.0,0.0,1.0,6.0,51.22,5.0,2.094,2,7.0,93.0,75.0,25.0,0.0,0.0,0.0,2.0,30.0,6.0,3.75,1.0,50.26,2.0,3.75,0,1,0,0,0,1,0,0,0,0,1,0
11608,0.0,1.0,1.0,2.0,8,0.0,0.0,3.0,0.0,1.0,6.0,47.48,5.0,0.324,2,7.0,93.0,75.0,25.0,0.0,0.0,0.0,1.0,29.0,5.0,2.75,0.0,44.59,1.0,2.25,1,0,0,1,0,0,0,0,0,0,1,0
11612,1.0,2.0,3.0,2.0,10,2.0,5.0,4.0,1.0,1.0,4.0,53.67,5.0,0.579,2,7.0,93.0,75.0,25.0,0.0,0.0,0.0,0.0,19.0,6.0,3.25,0.0,53.79,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11620,0.0,1.0,2.0,7.0,9,0.0,0.0,3.0,0.0,1.0,6.0,53.38,5.0,0.934,2,7.0,93.0,75.0,25.0,0.0,0.0,0.0,2.0,48.0,6.0,3.0,0.0,45.1,1.0,2.75,1,0,0,1,0,0,0,0,0,0,1,0
11627,1.0,6.0,3.0,6.0,9,2.0,3.0,1.0,0.0,1.0,4.0,57.73,5.0,1.862,2,7.0,93.0,75.0,25.0,0.0,0.0,0.0,4.0,20.0,4.0,2.0,0.0,57.98,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
11628,1.0,1.0,3.0,5.0,10,0.0,0.0,4.0,0.0,0.0,6.0,61.37,5.0,0.324,2,7.0,93.0,75.0,25.0,0.0,0.0,0.0,1.0,19.0,6.0,2.75,1.0,61.16,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
11634,1.0,1.0,3.0,4.0,11,2.0,4.0,3.0,0.0,1.0,4.0,58.81,5.0,0.324,2,1.0,0.0,92.0,6.0,1.0,0.0,0.0,3.0,37.0,5.0,2.0,0.0,63.56,1.0,1.25,0,1,0,0,0,0,0,1,0,0,1,0
11640,1.0,1.0,3.0,6.0,12,1.0,4.0,3.0,0.0,0.0,4.0,65.17,5.0,0.997,2,1.0,0.0,92.0,6.0,1.0,0.0,0.0,6.0,32.0,6.0,3.0,1.0,56.2,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11646,1.0,1.0,3.0,6.0,12,1.0,3.0,4.0,0.0,0.0,4.0,63.36,5.0,0.579,2,1.0,0.0,92.0,6.0,1.0,0.0,0.0,4.0,44.0,6.0,3.25,1.0,67.96,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
11687,1.0,1.0,3.0,7.0,10,2.0,9.0,2.0,0.0,0.0,4.0,57.12,5.0,0.997,2,0.0,0.0,69.0,30.0,0.0,0.0,0.0,3.0,38.0,6.0,2.75,1.0,54.3,1.0,2.25,0,1,0,0,1,0,0,0,0,0,1,0
11691,1.0,1.0,3.0,2.0,6,1.0,0.0,3.0,0.0,1.0,4.0,52.87,5.0,0.069,2,0.0,0.0,69.0,30.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5,1.0,52.15,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
11744,1.0,1.0,3.0,2.0,8,2.0,5.0,3.0,1.0,0.0,5.0,55.85,5.0,1.252,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,2.0,1.0,52.7,1.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
11775,1.0,1.0,3.0,7.0,10,2.0,3.0,4.0,0.0,1.0,3.0,53.88,5.0,0.069,3,0.0,0.0,98.0,2.0,0.0,0.0,0.0,3.0,42.0,6.0,3.25,1.0,66.02,1.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
