,English,Family Composition,Generation,Parents education,Family Income,athletic level,F1_Work(h/week),F2_College entrance,F2_transferred,F2_grant,F1_units in math,F1_Std Math,high school attendence,S-T relationship,School Urbanicity,%Hispanic teacher,%Hispanic_NR teacher,%white teacher,%Black teacher,%Asian teacher,%Hawaiian teacher,%Indian teacher,Number of school activities,credits(first year),9_12_GPA,F3_GPA(first year),F3_Highest level of education,Std Math/Reading,Ins_attended,F3_GPA(all),gender_Female,Asian,Black,Hispanic,More_than_one,White,Marital_Par_Married,Marital_Par_Married_chld,Marital_Par_Single,Marital_Par_Single_chld,pell_grant
190,1.0,1.0,3.0,6.0,11,1.0,3.0,4.0,1.0,1.0,2.0,45.49,5.0,1.607,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,3.0,1.0,52.05,2.0,3.0,1,0,0,0,0,1,0,0,1,0,1
191,1.0,1.0,3.0,7.0,9,0.0,1.0,1.0,0.0,1.0,3.0,62.38,5.0,1.189,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,48.0,6.0,4.0,1.0,66.51,2.0,3.75,1,0,0,0,0,1,0,0,1,0,0
192,1.0,1.0,3.0,6.0,10,1.0,1.0,4.0,0.0,0.0,3.0,48.28,5.0,0.811,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,3.5,0.0,50.61,1.0,3.75,0,0,0,0,0,1,0,0,1,0,0
193,1.0,1.0,2.0,7.0,10,2.0,1.0,2.0,0.0,1.0,4.0,58.86,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,33.0,6.0,3.0,1.0,61.59,2.0,3.5,1,1,0,0,0,0,0,0,1,0,1
194,1.0,2.0,3.0,5.0,10,3.0,3.0,4.0,1.0,1.0,3.0,56.55,5.0,1.484,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,3.75,1.0,53.88,2.0,3.5,1,0,0,0,0,1,0,0,1,0,1
195,1.0,1.0,2.0,1.0,9,2.0,3.0,3.0,0.0,1.0,4.0,57.72,5.0,0.069,2,12.0,0.0,87.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,4.0,1.0,58.65,1.0,3.25,0,1,0,0,0,0,0,0,1,0,0
196,1.0,9.0,3.0,6.0,7,2.0,1.0,3.0,0.0,1.0,4.0,55.02,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,33.0,6.0,3.75,0.0,49.58,1.0,3.25,1,0,0,0,0,1,0,0,1,0,1
197,1.0,1.0,3.0,4.0,9,2.0,7.0,4.0,0.0,1.0,2.0,62.85,5.0,1.484,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,45.0,6.0,3.5,1.0,64.43,1.0,3.5,0,0,0,0,0,1,0,0,1,0,1
198,1.0,1.0,3.0,4.0,8,2.0,5.0,3.0,0.0,1.0,3.0,65.07,5.0,1.352,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.5,1.0,64.31,1.0,3.25,0,0,0,0,0,1,0,0,1,0,1
199,1.0,1.0,3.0,5.0,9,2.0,9.0,3.0,1.0,1.0,2.0,53.01,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,1.5,1.0,56.78,1.0,2.5,0,0,0,0,0,0,0,0,1,0,1
200,1.0,1.0,3.0,4.0,11,2.0,0.0,3.0,1.0,0.0,3.0,57.13,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,2.0,1.0,55.98,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
201,1.0,1.0,3.0,3.0,9,2.0,4.0,4.0,1.0,0.0,4.0,63.15,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,3.25,1.0,60.1,1.0,3.25,0,0,0,0,0,1,0,0,1,0,0
202,1.0,1.0,3.0,7.0,9,0.0,2.0,3.0,0.0,1.0,3.0,38.9,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,5.0,2.75,1.0,40.78,2.0,2.5,1,0,0,0,0,1,0,0,1,0,1
203,1.0,1.0,3.0,3.0,9,2.0,5.0,4.0,0.0,1.0,4.0,61.58,5.0,0.51,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,20.0,6.0,3.25,1.0,61.41,1.0,3.25,0,0,0,0,0,1,0,0,1,0,1
204,1.0,1.0,3.0,4.0,11,0.0,3.0,3.0,0.0,1.0,4.0,52.9,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,29.0,6.0,3.0,1.0,57.04,1.0,2.75,0,0,0,0,0,1,0,0,1,0,0
205,1.0,1.0,3.0,6.0,9,1.0,2.0,4.0,0.0,1.0,4.0,63.36,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,33.0,6.0,3.5,1.0,64.55,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
206,1.0,1.0,1.0,6.0,9,0.0,2.0,3.0,0.0,1.0,4.0,62.42,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,42.0,6.0,3.5,1.0,61.24,1.0,3.75,1,1,0,0,0,0,0,0,1,0,1
207,1.0,1.0,3.0,5.0,9,1.0,6.0,3.0,0.0,1.0,2.0,56.37,5.0,0.934,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,2.5,0.0,56.02,1.0,2.0,0,0,0,0,0,1,0,0,1,0,1
208,1.0,1.0,3.0,6.0,9,2.0,3.0,3.0,0.0,1.0,4.0,66.06,5.0,0.811,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,28.0,6.0,3.5,1.0,62.05,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
209,1.0,1.0,3.0,2.0,9,0.0,2.0,2.0,0.0,0.0,2.0,49.72,5.0,0.811,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,31.0,4.0,2.75,0.0,47.1,1.0,3.0,0,0,0,0,0,1,0,0,1,0,1
210,1.0,1.0,3.0,6.0,10,1.0,4.0,1.0,0.0,1.0,4.0,52.02,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,33.0,6.0,3.5,1.0,54.16,2.0,3.5,1,0,0,0,0,1,0,0,1,0,1
211,1.0,1.0,3.0,2.0,9,2.0,2.0,4.0,1.0,1.0,3.0,60.71,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,33.0,6.0,3.5,1.0,59.4,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
212,1.0,5.0,3.0,5.0,4,0.0,0.0,2.0,0.0,1.0,4.0,52.87,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,24.0,6.0,3.25,0.0,48.81,1.0,2.25,1,0,0,0,0,0,0,0,1,0,1
213,1.0,1.0,3.0,4.0,11,0.0,0.0,4.0,1.0,1.0,5.0,65.14,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,4.0,0.0,70.16,2.0,4.0,1,0,0,0,0,1,0,0,1,0,1
214,1.0,5.0,3.0,2.0,8,0.0,0.0,3.0,0.0,1.0,4.0,53.82,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,3.25,0.0,51.22,1.0,3.75,0,0,0,0,0,1,0,0,1,0,1
215,1.0,5.0,2.0,2.0,6,2.0,4.0,3.0,0.0,1.0,5.0,49.21,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,2.75,0.0,48.56,1.0,2.75,0,0,0,0,0,0,0,0,1,0,1
216,1.0,1.0,3.0,4.0,10,1.0,1.0,4.0,1.0,1.0,4.0,57.08,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,32.0,6.0,3.75,1.0,62.66,2.0,3.75,1,0,0,0,0,1,0,0,1,0,0
217,1.0,2.0,3.0,6.0,11,2.0,4.0,3.0,0.0,1.0,4.0,49.35,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,29.0,5.0,3.5,0.0,51.26,2.0,3.75,1,0,0,0,0,1,0,0,1,0,0
218,1.0,1.0,3.0,6.0,9,3.0,0.0,4.0,1.0,1.0,4.0,60.48,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,31.0,6.0,3.75,1.0,61.42,1.0,3.75,1,0,0,0,0,1,0,0,1,0,0
219,1.0,2.0,3.0,2.0,9,2.0,2.0,4.0,0.0,1.0,4.0,63.2,5.0,0.997,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,3.75,0.0,66.37,2.0,3.5,1,0,0,0,0,1,0,0,1,0,1
220,1.0,1.0,3.0,2.0,5,2.0,2.0,3.0,1.0,1.0,3.0,49.84,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,26.0,6.0,3.25,0.0,49.37,1.0,3.25,1,0,0,0,0,1,0,0,1,0,1
221,1.0,1.0,3.0,4.0,9,2.0,2.0,3.0,1.0,0.0,4.0,50.68,5.0,1.607,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,42.0,5.0,3.0,1.0,52.51,1.0,3.25,1,0,0,0,0,1,0,0,1,0,0
222,1.0,1.0,3.0,6.0,9,2.0,4.0,3.0,1.0,1.0,4.0,50.38,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,29.0,6.0,3.75,1.0,52.51,2.0,3.75,1,0,0,0,0,1,0,0,1,0,1
223,1.0,1.0,3.0,5.0,10,1.0,2.0,4.0,0.0,1.0,3.0,66.12,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,31.0,6.0,3.5,1.0,68.41,1.0,3.75,0,0,0,0,0,1,0,0,1,0,0
224,1.0,1.0,3.0,6.0,9,2.0,0.0,4.0,0.0,1.0,5.0,63.02,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,48.0,6.0,3.75,1.0,64.8,1.0,3.75,1,0,0,0,0,1,0,0,1,0,1
225,1.0,1.0,3.0,6.0,12,1.0,3.0,3.0,0.0,0.0,4.0,51.34,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,2.0,1.0,51.64,1.0,2.75,0,0,0,0,0,1,0,0,1,0,1
226,1.0,1.0,3.0,6.0,10,1.0,0.0,3.0,0.0,1.0,4.0,61.08,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,23.0,6.0,3.5,1.0,65.47,1.0,3.5,0,0,0,0,0,1,0,0,1,0,0
227,1.0,5.0,3.0,4.0,8,2.0,4.0,2.0,0.0,1.0,4.0,51.85,5.0,1.066,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.5,0.0,47.8,1.0,1.5,1,0,0,0,0,1,0,0,1,0,1
228,1.0,1.0,3.0,4.0,10,0.0,5.0,3.0,0.0,0.0,4.0,54.84,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,39.0,6.0,2.75,0.0,53.79,1.0,1.75,1,0,0,0,0,1,0,0,1,0,1
229,1.0,5.0,3.0,4.0,8,2.0,1.0,3.0,0.0,0.0,2.0,33.07,5.0,0.324,1,0.0,0.0,9.0,85.0,0.0,3.0,0.0,0.0,13.0,3.0,0.75,0.0,39.58,1.0,0.75,1,0,1,0,0,0,0,0,1,0,1
230,1.0,1.0,3.0,8.0,10,1.0,2.0,3.0,0.0,1.0,5.0,59.29,5.0,0.387,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,0.0,21.0,4.0,2.0,1.0,47.84,2.0,2.75,0,0,0,0,0,1,0,0,1,0,0
231,1.0,1.0,3.0,6.0,8,0.0,3.0,4.0,0.0,1.0,6.0,52.83,5.0,0.997,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,1.0,19.0,5.0,3.5,1.0,49.82,1.0,3.75,1,0,1,0,0,0,0,0,1,0,1
232,1.0,1.0,1.0,7.0,8,2.0,0.0,4.0,0.0,1.0,4.0,63.01,5.0,0.324,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,5.0,28.0,5.0,3.0,0.0,69.65,2.0,3.25,1,0,0,1,0,0,0,0,1,0,0
233,1.0,1.0,3.0,6.0,11,0.0,0.0,2.0,0.0,1.0,5.0,59.67,5.0,0.997,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,4.0,28.0,4.0,3.25,1.0,57.01,2.0,3.25,0,0,1,0,0,0,0,0,1,0,1
234,1.0,1.0,3.0,7.0,12,1.0,0.0,3.0,0.0,0.0,5.0,67.44,5.0,0.324,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,2.0,36.0,5.0,3.0,1.0,65.06,2.0,3.5,1,0,0,0,0,1,0,0,1,0,0
235,1.0,5.0,3.0,4.0,10,0.0,0.0,3.0,0.0,1.0,5.0,48.32,5.0,0.579,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,1.0,15.0,3.0,2.0,1.0,49.08,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
236,1.0,2.0,3.0,5.0,8,1.0,4.0,3.0,0.0,1.0,5.0,56.13,5.0,0.324,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,0.0,19.0,4.0,2.25,0.0,54.18,1.0,3.25,1,0,0,1,0,0,0,0,1,0,1
237,1.0,2.0,3.0,3.0,13,0.0,4.0,3.0,1.0,0.0,6.0,59.66,5.0,0.324,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,3.0,28.0,5.0,3.5,1.0,56.0,2.0,3.5,1,0,1,0,0,0,0,0,1,0,1
238,1.0,3.0,2.0,6.0,12,0.0,5.0,4.0,0.0,1.0,5.0,57.68,5.0,0.324,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,1.0,35.0,4.0,3.25,1.0,56.41,1.0,3.0,0,0,0,0,0,1,0,0,1,0,1
239,1.0,1.0,3.0,7.0,11,0.0,2.0,3.0,0.0,1.0,5.0,50.51,5.0,0.324,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,0.0,24.0,5.0,3.0,0.0,53.63,1.0,3.5,1,0,0,0,0,1,1,0,0,0,1
240,1.0,2.0,3.0,6.0,9,0.0,4.0,4.0,0.0,1.0,5.0,53.87,5.0,0.579,1,5.0,95.0,92.0,0.0,1.0,0.0,0.0,0.0,27.0,3.0,2.5,1.0,52.75,1.0,2.75,0,0,0,1,0,0,0,0,1,0,1
241,1.0,5.0,3.0,2.0,3,0.0,6.0,3.0,0.0,1.0,3.0,59.26,5.0,0.324,1,2.0,0.0,6.0,90.0,1.0,0.0,0.0,0.0,6.0,3.0,0.5,0.0,55.74,1.0,0.5,1,0,1,0,0,0,0,0,1,0,1
242,1.0,2.0,3.0,5.0,8,0.0,3.0,1.0,1.0,1.0,4.0,50.51,5.0,0.324,1,1.0,0.0,32.0,67.0,0.0,1.0,0.0,2.0,15.0,4.0,3.5,0.0,51.86,2.0,3.0,1,0,1,0,0,0,0,0,1,0,1
243,1.0,2.0,3.0,2.0,1,0.0,5.0,3.0,0.0,1.0,4.0,46.25,5.0,0.324,1,1.0,0.0,32.0,67.0,0.0,1.0,0.0,1.0,17.0,3.0,2.25,0.0,47.19,1.0,2.0,0,0,1,0,0,0,0,0,1,0,1
244,1.0,1.0,3.0,7.0,12,0.0,4.0,3.0,1.0,1.0,4.0,52.67,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.5,1.0,52.41,1.0,3.25,1,0,0,0,0,1,0,0,1,0,1
245,1.0,2.0,3.0,4.0,9,0.0,0.0,4.0,0.0,1.0,4.0,71.08,5.0,1.607,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,27.0,6.0,3.75,1.0,66.71,1.0,3.5,0,0,0,0,0,1,0,0,1,0,0
246,1.0,1.0,1.0,5.0,9,2.0,0.0,4.0,1.0,1.0,4.0,50.39,5.0,0.324,2,0.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0,11.0,4.0,0.5,0.0,51.35,1.0,0.75,0,0,1,0,0,0,0,0,1,0,0
247,1.0,5.0,3.0,7.0,9,0.0,6.0,4.0,1.0,1.0,5.0,52.25,5.0,0.324,2,0.0,0.0,65.0,35.0,0.0,0.0,0.0,1.0,23.0,4.0,1.25,1.0,49.39,1.0,2.25,1,0,1,0,0,0,0,0,1,0,1
248,1.0,5.0,3.0,3.0,7,0.0,2.0,4.0,0.0,1.0,6.0,61.11,5.0,0.324,2,0.0,0.0,65.0,35.0,0.0,0.0,0.0,3.0,35.0,5.0,3.25,1.0,64.58,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
249,1.0,1.0,3.0,7.0,11,1.0,3.0,4.0,1.0,1.0,4.0,62.58,5.0,0.324,2,0.0,0.0,82.0,15.0,1.0,0.0,1.0,2.0,31.0,5.0,2.5,1.0,56.69,1.0,2.75,1,0,0,0,0,1,0,0,1,0,1
250,0.0,1.0,1.0,6.0,9,0.0,5.0,3.0,0.0,1.0,4.0,43.27,5.0,0.069,2,1.0,0.0,59.0,35.0,0.0,6.0,0.0,5.0,32.0,5.0,2.25,1.0,48.56,1.0,2.5,1,1,0,0,0,0,0,0,1,0,0
251,1.0,2.0,3.0,3.0,10,0.0,3.0,3.0,0.0,1.0,5.0,52.73,5.0,0.997,2,0.0,0.0,87.0,13.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,1.0,46.72,2.0,3.5,1,0,1,0,0,0,0,0,1,0,1
252,1.0,6.0,3.0,3.0,11,1.0,5.0,4.0,0.0,1.0,5.0,61.03,5.0,0.579,2,0.0,0.0,87.0,13.0,0.0,0.0,0.0,0.0,15.0,4.0,2.5,0.0,54.63,2.0,2.25,0,0,0,0,0,1,0,0,1,0,1
253,1.0,5.0,3.0,7.0,8,2.0,0.0,3.0,0.0,1.0,4.0,63.04,5.0,0.324,2,0.0,0.0,87.0,13.0,0.0,0.0,0.0,2.0,29.0,6.0,3.75,1.0,61.52,1.0,3.25,0,0,0,0,0,1,0,0,1,0,1
254,1.0,1.0,3.0,6.0,10,2.0,0.0,2.0,0.0,0.0,4.0,47.42,5.0,0.069,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,2.0,22.0,4.0,2.5,0.0,47.97,2.0,2.5,0,0,0,0,0,1,0,0,1,0,0
255,1.0,1.0,3.0,6.0,9,2.0,2.0,3.0,0.0,1.0,4.0,51.9,5.0,0.324,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,2.0,37.0,6.0,2.75,1.0,62.55,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
256,1.0,2.0,3.0,1.0,9,1.0,4.0,1.0,0.0,1.0,5.0,52.61,5.0,0.579,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,0.0,31.0,4.0,2.5,0.0,56.27,2.0,2.5,0,0,1,0,0,0,0,0,1,0,1
257,1.0,1.0,3.0,6.0,11,0.0,0.0,3.0,0.0,0.0,6.0,52.48,5.0,0.069,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,0.0,28.0,5.0,3.0,0.0,53.61,1.0,1.75,1,0,0,0,0,1,0,0,1,0,0
258,1.0,1.0,3.0,3.0,11,2.0,4.0,3.0,0.0,0.0,4.0,46.2,5.0,1.607,2,1.0,0.0,88.0,11.0,1.0,1.0,0.0,1.0,27.0,3.0,2.0,1.0,51.67,2.0,2.25,0,0,0,0,0,1,0,0,1,0,0
259,1.0,1.0,2.0,7.0,12,2.0,1.0,4.0,0.0,1.0,4.0,63.75,5.0,0.742,2,3.0,0.0,92.0,5.0,1.0,0.0,0.0,2.0,29.0,6.0,3.5,1.0,66.4,1.0,3.75,1,0,0,0,0,1,0,0,1,0,0
260,1.0,1.0,3.0,2.0,11,2.0,6.0,3.0,0.0,0.0,4.0,59.36,5.0,0.997,2,3.0,0.0,94.0,3.0,0.0,0.0,0.0,1.0,30.0,6.0,3.5,1.0,65.06,1.0,3.25,0,0,0,0,0,1,0,0,1,0,1
261,0.0,1.0,2.0,2.0,6,2.0,0.0,4.0,0.0,1.0,5.0,70.71,5.0,0.579,2,0.0,0.0,75.0,25.0,0.0,0.0,0.0,4.0,17.0,6.0,3.25,1.0,64.7,1.0,3.5,0,1,0,0,0,0,0,0,1,0,1
262,1.0,1.0,3.0,7.0,12,3.0,0.0,3.0,0.0,0.0,4.0,66.43,5.0,1.252,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,5.0,33.0,6.0,2.25,1.0,65.96,2.0,2.75,0,0,0,0,0,1,0,0,1,0,0
263,1.0,5.0,3.0,8.0,8,3.0,4.0,3.0,0.0,1.0,3.0,59.02,5.0,0.997,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,2.0,13.0,5.0,1.25,0.0,49.3,2.0,2.75,1,0,0,0,0,1,0,0,1,0,1
264,1.0,1.0,3.0,7.0,11,0.0,1.0,4.0,0.0,1.0,4.0,61.72,5.0,0.324,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,3.0,27.0,6.0,3.75,1.0,60.45,1.0,3.5,0,0,0,0,0,1,0,0,1,0,1
265,1.0,2.0,3.0,3.0,9,0.0,5.0,4.0,1.0,1.0,4.0,56.5,5.0,0.069,2,1.0,0.0,92.0,8.0,0.0,0.0,0.0,2.0,26.0,4.0,2.5,0.0,57.61,1.0,3.0,0,0,1,0,0,0,0,0,1,0,1
266,0.0,1.0,1.0,6.0,9,1.0,1.0,4.0,0.0,1.0,4.0,64.93,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,29.0,6.0,4.0,1.0,65.65,1.0,3.75,1,0,0,0,0,1,0,0,1,0,0
267,1.0,1.0,3.0,6.0,12,0.0,0.0,4.0,0.0,1.0,3.0,63.48,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,33.0,6.0,4.0,1.0,61.54,2.0,4.0,1,0,0,0,0,1,0,0,1,0,0
268,1.0,1.0,3.0,7.0,13,1.0,0.0,4.0,0.0,0.0,4.0,65.12,5.0,0.324,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,25.0,6.0,3.5,1.0,63.2,1.0,3.75,0,0,0,0,0,1,0,0,1,0,0
269,1.0,1.0,3.0,7.0,13,0.0,0.0,4.0,0.0,0.0,4.0,63.5,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,36.0,5.0,2.75,1.0,66.28,2.0,3.25,1,0,0,0,0,1,0,0,1,0,1
270,1.0,1.0,3.0,6.0,12,1.0,5.0,3.0,0.0,0.0,4.0,56.02,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,1.0,31.0,5.0,3.0,1.0,61.8,1.0,3.0,1,0,0,0,0,1,0,0,1,0,0
271,1.0,5.0,1.0,2.0,9,1.0,4.0,3.0,1.0,1.0,4.0,64.78,5.0,0.324,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,3.0,29.0,6.0,3.25,1.0,64.86,2.0,3.25,1,1,0,0,0,0,0,0,1,0,0
272,1.0,1.0,3.0,6.0,10,0.0,5.0,3.0,0.0,0.0,2.0,56.87,5.0,0.069,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,3.0,25.0,5.0,3.25,1.0,61.17,1.0,3.75,1,0,0,0,0,1,0,0,1,0,1
273,1.0,1.0,3.0,4.0,12,2.0,1.0,3.0,0.0,1.0,4.0,49.61,5.0,0.324,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,0.0,28.0,5.0,3.0,1.0,48.29,2.0,3.25,1,0,0,0,0,1,0,0,1,0,1
274,0.0,1.0,3.0,6.0,9,1.0,0.0,4.0,0.0,1.0,6.0,63.93,5.0,0.324,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,0.0,39.0,6.0,4.0,1.0,61.67,1.0,4.0,0,1,0,0,0,0,0,0,1,0,1
275,1.0,1.0,3.0,6.0,10,0.0,4.0,3.0,1.0,1.0,5.0,52.38,5.0,0.579,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,0.0,27.0,4.0,3.25,0.0,50.93,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
276,1.0,1.0,3.0,5.0,10,1.0,3.0,4.0,0.0,1.0,5.0,62.8,5.0,0.579,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,2.0,18.0,6.0,4.0,1.0,66.32,1.0,3.75,1,0,0,0,0,1,0,0,1,0,0
277,1.0,1.0,3.0,7.0,10,1.0,0.0,3.0,0.0,0.0,4.0,65.3,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,29.0,6.0,2.75,1.0,66.63,1.0,2.75,0,0,0,0,0,1,0,0,1,0,0
278,1.0,1.0,3.0,6.0,11,2.0,4.0,4.0,0.0,1.0,4.0,68.8,5.0,2.349,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,25.0,6.0,3.75,1.0,67.49,1.0,3.75,0,0,0,0,0,1,0,0,1,0,0
279,1.0,5.0,3.0,2.0,6,1.0,3.0,3.0,0.0,1.0,4.0,61.35,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,30.0,6.0,4.0,1.0,56.9,1.0,4.0,1,0,0,0,0,1,0,0,1,0,1
280,1.0,1.0,3.0,2.0,9,2.0,2.0,3.0,0.0,1.0,4.0,52.09,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,48.0,5.0,3.25,1.0,55.45,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
281,1.0,1.0,3.0,7.0,11,0.0,4.0,3.0,0.0,1.0,4.0,53.27,5.0,0.934,3,3.0,0.0,90.0,3.0,2.0,1.0,0.0,2.0,30.0,5.0,3.0,0.0,51.54,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
282,1.0,1.0,3.0,6.0,10,0.0,3.0,4.0,1.0,1.0,4.0,51.97,5.0,0.324,3,3.0,0.0,90.0,3.0,2.0,1.0,0.0,0.0,22.0,5.0,2.25,0.0,45.19,1.0,2.5,1,0,0,0,1,0,0,0,1,0,0
283,1.0,1.0,3.0,6.0,12,0.0,4.0,4.0,0.0,0.0,4.0,67.85,5.0,0.069,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,4.0,3.25,0.0,71.24,1.0,2.75,0,0,0,0,0,1,0,0,1,0,0
284,1.0,1.0,3.0,6.0,11,2.0,0.0,3.0,0.0,0.0,4.0,69.21,5.0,0.742,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,6.0,2.75,1.0,73.3,1.0,2.5,0,0,0,0,0,1,0,0,1,0,1
285,1.0,2.0,3.0,6.0,9,1.0,1.0,4.0,0.0,1.0,4.0,51.81,5.0,0.487,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,6.0,3.0,1.0,51.7,1.0,3.25,1,0,1,0,0,0,0,0,1,0,1
286,1.0,5.0,3.0,5.0,9,0.0,4.0,4.0,0.0,1.0,4.0,66.09,5.0,0.324,3,0.0,0.0,96.0,3.0,0.0,0.0,0.0,0.0,33.0,4.0,4.0,1.0,69.62,2.0,3.75,1,0,0,0,0,1,0,0,1,0,0
