,English,Family Composition,Generation,Parents education,Family Income,athletic level,F1_Work(h/week),F2_College entrance,F2_transferred,F2_grant,F1_units in math,F1_Std Math,high school attendence,S-T relationship,School Urbanicity,%Hispanic teacher,%Hispanic_NR teacher,%white teacher,%Black teacher,%Asian teacher,%Hawaiian teacher,%Indian teacher,Number of school activities,credits(first year),9_12_GPA,F3_GPA(first year),F3_Highest level of education,Std Math/Reading,Ins_attended,F3_GPA(all),gender_Female,Asian,Black,Hispanic,More_than_one,White,Marital_Par_Married,Marital_Par_Married_chld,Marital_Par_Single,Marital_Par_Single_chld,pell_grant
93,1.0,5.0,3.0,5.0,8,0.0,6.0,2.0,0.0,1.0,3.0,53.72,5.0,0.324,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,4.0,44.0,6.0,2.75,0.0,46.09,1.0,3.0,1,0,1,0,0,0,0,0,1,0,1
94,1.0,2.0,3.0,4.0,5,2.0,8.0,3.0,1.0,1.0,3.0,50.02,5.0,0.579,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.62,2.0,1.25,0,0,1,0,0,0,0,0,0,1,1
95,1.0,5.0,3.0,3.0,9,3.0,4.0,3.0,1.0,0.0,2.0,42.45,5.0,1.252,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,3.0,6.0,4.0,0.75,0.0,42.78,1.0,2.0,1,0,1,0,0,0,0,0,1,0,1
96,1.0,3.0,3.0,6.0,11,2.0,4.0,4.0,0.0,1.0,4.0,43.12,5.0,0.448,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,0.0,7.0,4.0,1.75,0.0,45.74,1.0,1.5,1,0,1,0,0,0,0,0,1,0,1
97,1.0,2.0,3.0,2.0,9,2.0,4.0,2.0,0.0,1.0,4.0,46.41,5.0,0.324,1,1.0,0.0,74.0,25.0,1.0,0.0,0.0,0.0,28.0,4.0,2.0,1.0,49.93,1.0,2.75,1,0,0,0,1,0,0,0,1,0,1
98,1.0,5.0,3.0,6.0,8,0.0,0.0,2.0,0.0,1.0,4.0,44.33,5.0,0.324,1,1.0,0.0,74.0,25.0,1.0,0.0,0.0,0.0,28.0,5.0,3.0,1.0,52.42,1.0,2.75,1,0,1,0,0,0,0,0,1,0,1
99,0.0,1.0,1.0,7.0,7,0.0,3.0,3.0,0.0,1.0,4.0,51.53,5.0,1.607,1,1.0,0.0,74.0,25.0,1.0,0.0,0.0,1.0,33.0,5.0,2.0,1.0,52.38,1.0,2.5,0,1,0,0,0,0,0,0,1,0,1
100,0.0,1.0,1.0,1.0,6,0.0,3.0,2.0,1.0,1.0,5.0,42.34,5.0,0.51,1,35.0,0.0,36.0,25.0,3.0,0.0,1.0,1.0,5.0,4.0,1.25,0.0,46.16,2.0,2.25,1,1,0,0,0,0,0,0,1,0,1
101,1.0,5.0,3.0,8.0,10,2.0,1.0,3.0,0.0,0.0,4.0,50.19,5.0,1.607,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,2.25,1.0,51.71,1.0,2.5,0,0,0,0,0,1,0,0,1,0,0
102,1.0,1.0,3.0,5.0,10,1.0,0.0,3.0,0.0,1.0,3.0,62.9,5.0,1.607,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,37.0,6.0,3.0,0.0,60.99,2.0,3.5,0,0,0,0,0,1,0,0,1,0,0
103,1.0,1.0,3.0,4.0,10,2.0,3.0,3.0,1.0,0.0,3.0,49.36,5.0,0.579,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,29.0,5.0,3.75,1.0,53.66,1.0,3.25,1,0,0,0,0,1,0,0,1,0,0
104,1.0,5.0,3.0,8.0,10,0.0,0.0,4.0,0.0,1.0,4.0,72.0,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,1.0,62.47,2.0,3.75,1,0,0,0,0,1,0,0,1,0,0
105,1.0,1.0,3.0,6.0,10,0.0,0.0,3.0,0.0,0.0,4.0,51.95,5.0,1.004,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,31.0,6.0,3.5,1.0,47.91,1.0,3.75,0,0,0,0,0,1,0,0,1,0,0
106,1.0,1.0,3.0,6.0,11,2.0,4.0,3.0,0.0,0.0,4.0,55.14,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,28.0,6.0,2.5,1.0,61.39,1.0,3.25,1,0,0,0,0,1,0,0,1,0,0
107,1.0,1.0,3.0,5.0,10,2.0,3.0,3.0,0.0,0.0,3.0,55.61,5.0,0.579,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,24.0,5.0,3.0,1.0,61.23,1.0,2.75,0,0,0,0,0,1,0,0,1,0,0
108,1.0,5.0,3.0,3.0,8,1.0,5.0,2.0,0.0,1.0,5.0,48.28,5.0,0.139,1,3.0,0.0,84.0,12.0,1.0,0.0,0.0,1.0,7.0,4.0,1.75,1.0,49.07,2.0,2.5,0,0,0,0,0,1,0,0,1,0,1
109,1.0,1.0,3.0,8.0,9,3.0,3.0,3.0,0.0,1.0,4.0,65.23,5.0,0.324,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,4.0,45.0,6.0,3.75,1.0,65.92,2.0,3.75,1,0,0,0,0,1,0,0,1,0,1
110,0.0,5.0,2.0,3.0,6,1.0,0.0,3.0,0.0,1.0,4.0,51.6,5.0,0.324,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,2.0,26.0,6.0,3.0,1.0,59.2,2.0,3.5,0,0,0,1,0,0,0,0,1,0,1
111,1.0,1.0,3.0,2.0,9,0.0,5.0,4.0,0.0,1.0,4.0,56.65,5.0,0.324,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,3.0,17.0,5.0,2.0,0.0,62.31,2.0,3.0,0,0,0,0,0,1,0,0,1,0,0
112,1.0,1.0,3.0,5.0,9,3.0,5.0,1.0,0.0,1.0,3.0,57.55,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,29.0,4.0,2.5,1.0,61.96,1.0,3.25,0,0,0,0,0,1,0,0,1,0,0
113,1.0,1.0,3.0,6.0,12,2.0,2.0,3.0,0.0,0.0,4.0,52.31,5.0,1.862,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,4.0,3.5,1.0,50.85,1.0,3.25,1,0,0,0,1,0,0,0,1,0,0
114,1.0,1.0,3.0,6.0,11,1.0,4.0,4.0,0.0,0.0,3.0,53.9,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,6.0,3.75,1.0,58.78,1.0,4.0,1,0,0,0,0,1,0,0,1,0,0
115,1.0,1.0,3.0,4.0,11,2.0,0.0,4.0,0.0,0.0,4.0,58.31,5.0,0.997,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,24.0,4.0,2.75,0.0,52.48,1.0,2.0,1,0,0,0,0,1,0,0,1,0,0
116,1.0,1.0,2.0,2.0,7,0.0,6.0,1.0,0.0,1.0,2.0,43.11,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2.25,0.0,43.21,1.0,2.25,0,1,0,0,0,0,0,0,1,0,0
117,1.0,1.0,3.0,6.0,10,1.0,4.0,1.0,0.0,0.0,3.0,47.9,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.75,0.0,56.23,1.0,0.75,1,0,0,0,0,1,0,0,1,0,1
118,1.0,1.0,3.0,5.0,10,2.0,5.0,4.0,1.0,1.0,3.0,54.92,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,1.75,1.0,61.88,2.0,2.5,1,0,0,0,0,1,0,0,1,0,1
119,1.0,1.0,3.0,3.0,10,2.0,4.0,4.0,0.0,1.0,4.0,62.35,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,60.0,6.0,4.0,1.0,64.72,1.0,3.75,1,0,0,0,0,1,0,0,1,0,1
120,1.0,1.0,2.0,7.0,12,1.0,3.0,4.0,0.0,1.0,4.0,68.17,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,44.0,6.0,3.75,1.0,71.76,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0
121,1.0,6.0,3.0,7.0,10,2.0,5.0,4.0,0.0,1.0,6.0,64.83,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,34.0,5.0,3.5,1.0,64.05,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
122,1.0,5.0,3.0,7.0,10,0.0,3.0,4.0,0.0,1.0,3.0,64.83,5.0,1.252,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,24.0,5.0,2.5,1.0,64.5,1.0,2.75,0,0,0,0,0,1,0,0,1,0,0
123,1.0,1.0,3.0,5.0,11,1.0,3.0,4.0,0.0,1.0,4.0,67.43,5.0,1.252,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.5,1.0,64.29,2.0,3.75,1,0,0,0,0,1,0,0,1,0,0
124,1.0,1.0,3.0,6.0,12,0.0,3.0,4.0,1.0,1.0,3.0,61.46,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,6.0,3.25,1.0,63.81,2.0,3.5,1,0,0,1,0,0,0,0,1,0,0
125,1.0,2.0,3.0,5.0,10,2.0,3.0,2.0,1.0,1.0,4.0,51.23,5.0,1.252,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,60.12,2.0,2.0,0,0,0,0,1,0,0,0,1,0,1
126,1.0,1.0,2.0,7.0,8,0.0,2.0,4.0,0.0,1.0,5.0,68.02,5.0,0.997,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,26.0,6.0,3.75,1.0,71.43,2.0,3.75,0,0,0,0,0,1,0,0,1,0,1
127,1.0,1.0,3.0,7.0,11,1.0,2.0,4.0,0.0,1.0,5.0,65.48,5.0,1.607,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,27.0,5.0,3.0,0.0,65.22,1.0,3.25,1,0,0,0,0,1,0,0,1,0,1
128,1.0,5.0,3.0,5.0,10,2.0,5.0,3.0,0.0,0.0,5.0,64.98,5.0,0.324,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,6.0,3.5,1.0,62.43,2.0,3.75,1,0,0,0,1,0,0,0,1,0,1
129,1.0,6.0,3.0,6.0,10,2.0,4.0,3.0,0.0,0.0,5.0,63.02,5.0,0.324,2,0.0,0.0,98.0,0.0,2.0,0.0,0.0,2.0,27.0,6.0,3.75,1.0,59.29,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
130,1.0,1.0,3.0,6.0,11,2.0,3.0,4.0,0.0,1.0,2.0,55.63,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,1.75,0.0,67.83,2.0,2.0,0,0,0,0,0,1,0,0,1,0,1
131,1.0,6.0,3.0,8.0,13,2.0,2.0,3.0,0.0,1.0,2.0,61.95,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,66.0,6.0,3.5,1.0,58.78,2.0,3.5,1,0,0,0,0,1,0,0,1,0,0
132,0.0,5.0,1.0,4.0,6,2.0,4.0,3.0,0.0,1.0,3.0,58.28,5.0,1.607,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.25,1.0,57.53,1.0,2.5,0,1,0,0,0,0,0,0,1,0,1
133,1.0,5.0,3.0,5.0,8,0.0,0.0,4.0,0.0,1.0,3.0,61.32,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,6.0,3.5,1.0,64.83,1.0,3.75,1,0,0,0,0,1,0,0,1,0,1
134,1.0,1.0,3.0,6.0,11,2.0,3.0,2.0,0.0,0.0,3.0,57.63,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,21.0,6.0,3.5,1.0,66.91,1.0,3.0,0,0,0,0,0,1,0,0,1,0,0
135,1.0,2.0,3.0,6.0,10,2.0,7.0,3.0,1.0,1.0,3.0,49.96,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,19.0,4.0,2.5,0.0,50.67,1.0,2.5,1,0,0,0,0,1,1,0,0,0,1
136,1.0,1.0,3.0,6.0,10,0.0,4.0,3.0,0.0,0.0,4.0,58.39,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,2.5,1.0,54.47,1.0,2.25,0,0,0,0,0,1,0,0,1,0,1
137,1.0,1.0,3.0,2.0,10,1.0,2.0,4.0,0.0,1.0,3.0,64.36,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,3.5,1.0,62.81,1.0,3.75,1,0,0,0,0,1,0,0,1,0,1
138,1.0,1.0,3.0,6.0,8,2.0,6.0,3.0,0.0,1.0,3.0,59.49,5.0,0.425,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,24.0,5.0,2.5,0.0,61.27,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
139,1.0,1.0,1.0,6.0,9,1.0,3.0,3.0,0.0,1.0,3.0,47.29,5.0,0.997,2,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,27.0,6.0,2.75,1.0,50.94,1.0,3.25,1,1,0,0,0,0,0,0,1,0,1
140,1.0,1.0,3.0,2.0,4,0.0,7.0,4.0,0.0,1.0,6.0,55.91,5.0,0.324,2,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,1.0,60.21,2.0,4.0,1,0,0,0,0,1,0,0,1,0,1
141,1.0,1.0,2.0,4.0,10,1.0,0.0,3.0,1.0,1.0,6.0,49.56,5.0,0.324,2,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,30.0,6.0,3.5,1.0,50.96,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
142,1.0,1.0,3.0,7.0,9,0.0,1.0,3.0,0.0,1.0,3.0,55.68,5.0,0.069,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,2.0,31.0,5.0,3.75,1.0,59.35,2.0,3.5,1,0,0,0,0,1,0,0,1,0,0
143,1.0,1.0,3.0,4.0,10,2.0,2.0,4.0,0.0,1.0,4.0,71.29,5.0,0.324,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,4.0,31.0,6.0,3.5,1.0,66.4,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
144,1.0,1.0,3.0,3.0,10,1.0,3.0,3.0,0.0,0.0,3.0,47.21,5.0,0.069,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,3.0,26.0,4.0,2.0,1.0,53.26,1.0,2.25,1,0,0,0,0,1,0,0,1,0,1
145,1.0,1.0,3.0,5.0,11,2.0,4.0,1.0,1.0,0.0,3.0,59.82,5.0,0.324,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,1.0,25.0,4.0,2.25,0.0,58.86,1.0,2.75,0,0,0,0,0,1,0,0,1,0,1
146,1.0,2.0,3.0,3.0,9,0.0,5.0,4.0,1.0,1.0,4.0,57.24,5.0,0.262,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,1.0,41.0,5.0,2.0,1.0,57.6,1.0,2.75,1,0,0,0,0,1,0,0,1,0,1
147,1.0,1.0,3.0,8.0,13,1.0,0.0,3.0,0.0,1.0,4.0,64.68,5.0,0.579,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,1.0,31.0,6.0,3.5,1.0,67.81,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
148,1.0,1.0,3.0,7.0,10,2.0,4.0,3.0,0.0,1.0,4.0,51.65,5.0,1.607,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,3.0,31.0,6.0,3.5,1.0,64.33,2.0,3.5,1,0,0,0,0,1,0,0,1,0,0
149,1.0,1.0,3.0,6.0,12,2.0,4.0,1.0,1.0,1.0,5.0,65.12,5.0,0.934,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,3.0,18.0,6.0,2.75,0.0,66.37,1.0,2.25,1,0,0,0,0,1,0,0,1,0,1
150,1.0,1.0,3.0,4.0,10,0.0,1.0,4.0,1.0,1.0,6.0,64.47,5.0,1.607,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,2.0,27.0,6.0,3.75,0.0,65.84,2.0,3.75,1,0,0,0,0,1,0,0,1,0,1
151,1.0,2.0,3.0,4.0,3,2.0,1.0,3.0,0.0,1.0,4.0,53.62,5.0,0.324,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,2.0,30.0,5.0,3.0,0.0,56.85,2.0,3.25,1,0,0,0,0,1,0,0,1,0,1
152,1.0,5.0,3.0,4.0,6,0.0,5.0,3.0,1.0,1.0,4.0,58.92,5.0,1.421,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,28.0,4.0,1.5,0.0,58.62,2.0,2.5,0,0,0,0,0,1,0,0,1,0,1
153,1.0,1.0,3.0,6.0,12,0.0,0.0,1.0,0.0,1.0,4.0,60.92,5.0,1.607,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,1.0,41.0,6.0,3.75,1.0,63.46,1.0,3.75,1,0,0,1,0,0,0,0,1,0,0
154,0.0,1.0,3.0,7.0,9,1.0,3.0,4.0,0.0,1.0,4.0,61.39,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,32.0,6.0,3.75,1.0,71.44,2.0,3.75,1,0,0,0,0,1,0,0,1,0,1
155,1.0,6.0,3.0,2.0,9,0.0,3.0,3.0,0.0,0.0,4.0,59.52,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,20.0,5.0,1.75,1.0,60.89,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
156,1.0,1.0,3.0,5.0,10,2.0,2.0,1.0,1.0,1.0,2.0,56.72,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,2.25,0.0,54.51,1.0,2.25,0,0,0,0,0,1,0,0,1,0,1
157,1.0,1.0,3.0,3.0,9,2.0,4.0,2.0,0.0,0.0,3.0,52.71,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,3.5,1.0,56.68,1.0,3.5,1,0,0,0,0,1,0,0,1,0,1
158,1.0,1.0,3.0,6.0,10,2.0,4.0,3.0,0.0,1.0,4.0,67.13,5.0,0.394,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,33.0,6.0,3.0,1.0,68.77,2.0,3.5,1,0,0,0,0,1,0,0,1,0,1
159,1.0,1.0,3.0,7.0,12,1.0,4.0,4.0,0.0,1.0,5.0,63.41,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,31.0,6.0,3.5,1.0,60.11,2.0,3.5,1,0,0,0,0,1,0,0,1,0,0
160,1.0,1.0,3.0,4.0,10,2.0,0.0,3.0,1.0,1.0,5.0,55.92,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.5,0.0,57.49,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
161,1.0,2.0,3.0,4.0,13,0.0,2.0,4.0,0.0,1.0,2.0,58.18,5.0,0.997,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,28.0,6.0,3.0,1.0,60.74,1.0,3.0,1,0,0,0,0,1,0,0,1,0,1
162,1.0,2.0,3.0,2.0,8,0.0,2.0,1.0,1.0,1.0,2.0,46.84,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,3.5,0.0,45.1,2.0,3.5,1,0,0,0,0,1,0,0,1,0,1
163,1.0,1.0,3.0,4.0,10,2.0,0.0,4.0,1.0,1.0,4.0,61.89,5.0,1.676,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,43.0,6.0,3.75,1.0,64.29,1.0,3.75,1,0,0,0,0,1,0,0,1,0,1
164,1.0,1.0,2.0,3.0,9,2.0,4.0,3.0,0.0,1.0,4.0,59.34,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,51.0,6.0,3.75,1.0,57.87,1.0,3.75,1,0,0,0,0,1,0,0,1,0,0
165,1.0,1.0,3.0,6.0,12,0.0,2.0,4.0,0.0,0.0,3.0,56.26,5.0,1.066,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,2.25,1.0,61.61,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
166,1.0,1.0,3.0,6.0,11,2.0,2.0,4.0,0.0,1.0,4.0,63.92,5.0,0.487,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,41.0,6.0,3.75,1.0,69.2,1.0,3.75,1,0,0,0,1,0,0,0,1,0,0
167,1.0,1.0,3.0,8.0,11,2.0,2.0,3.0,0.0,1.0,4.0,65.17,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,43.0,6.0,3.25,1.0,60.57,2.0,3.5,1,0,0,0,0,0,0,0,1,0,0
168,1.0,1.0,3.0,7.0,11,2.0,1.0,3.0,0.0,1.0,2.0,56.02,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,30.0,6.0,3.75,0.0,71.55,2.0,3.5,1,0,0,0,0,1,0,0,1,0,0
169,1.0,2.0,3.0,6.0,8,0.0,5.0,4.0,1.0,0.0,4.0,63.16,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,63.83,1.0,2.0,1,0,0,0,0,1,0,0,1,0,0
170,0.0,1.0,1.0,6.0,9,0.0,3.0,4.0,0.0,1.0,3.0,62.64,5.0,0.069,1,2.0,0.0,88.0,8.0,2.0,2.0,0.0,1.0,20.0,5.0,3.0,1.0,67.69,1.0,2.5,1,1,0,0,0,0,0,0,1,0,0
171,0.0,5.0,1.0,2.0,6,0.0,0.0,3.0,0.0,0.0,3.0,46.35,5.0,0.579,1,2.0,0.0,88.0,8.0,2.0,2.0,0.0,2.0,6.0,4.0,3.0,1.0,46.49,2.0,3.5,1,0,0,1,0,0,0,0,1,0,1
172,0.0,1.0,1.0,2.0,10,1.0,3.0,3.0,0.0,1.0,5.0,66.8,5.0,0.324,1,2.0,0.0,88.0,8.0,2.0,2.0,0.0,0.0,26.0,5.0,3.25,1.0,60.37,1.0,3.0,0,1,0,0,0,0,0,0,1,0,1
173,1.0,1.0,3.0,7.0,10,2.0,3.0,4.0,0.0,1.0,4.0,69.14,5.0,0.324,1,2.0,0.0,88.0,8.0,2.0,2.0,0.0,0.0,42.0,6.0,3.5,0.0,69.86,2.0,3.5,0,0,0,0,1,0,0,0,1,0,1
174,0.0,1.0,2.0,2.0,9,0.0,5.0,2.0,0.0,1.0,3.0,48.23,5.0,0.324,1,2.0,0.0,88.0,8.0,2.0,2.0,0.0,0.0,18.0,5.0,3.25,0.0,37.95,1.0,1.75,1,1,0,0,0,0,0,0,1,0,1
175,1.0,1.0,2.0,3.0,9,3.0,7.0,4.0,0.0,1.0,4.0,56.75,5.0,0.324,1,1.0,0.0,98.0,0.0,0.0,0.0,1.0,5.0,34.0,6.0,3.25,1.0,62.48,2.0,3.0,1,0,0,1,0,0,0,0,1,0,1
176,1.0,2.0,3.0,6.0,12,2.0,2.0,3.0,1.0,1.0,3.0,60.65,5.0,0.069,1,0.0,1.0,85.0,13.0,2.0,0.0,0.0,0.0,11.0,5.0,2.75,0.0,55.73,1.0,2.75,1,0,0,0,0,1,0,0,1,0,1
177,1.0,1.0,3.0,3.0,11,2.0,2.0,4.0,1.0,1.0,3.0,59.49,5.0,0.324,1,0.0,1.0,85.0,13.0,2.0,0.0,0.0,0.0,35.0,5.0,2.0,0.0,58.14,2.0,2.0,0,0,0,0,0,1,0,0,1,0,0
178,1.0,1.0,3.0,8.0,9,0.0,0.0,3.0,1.0,1.0,4.0,55.89,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,12.0,6.0,4.0,1.0,53.72,2.0,3.25,1,0,0,0,0,1,0,0,1,0,1
179,1.0,1.0,3.0,3.0,9,3.0,3.0,3.0,0.0,1.0,3.0,52.74,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,3.5,1.0,52.7,2.0,2.75,0,0,0,0,0,1,0,0,1,0,1
180,1.0,6.0,3.0,4.0,10,0.0,1.0,3.0,0.0,1.0,3.0,57.31,5.0,1.189,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,24.0,6.0,3.5,1.0,56.85,1.0,3.25,1,0,0,0,0,1,0,0,1,0,0
181,1.0,1.0,3.0,4.0,10,1.0,8.0,4.0,1.0,1.0,4.0,54.54,5.0,0.324,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.25,0.0,63.42,2.0,0.25,0,0,0,0,0,1,0,0,1,0,0
182,1.0,1.0,3.0,7.0,10,1.0,0.0,4.0,0.0,1.0,4.0,59.37,5.0,0.069,2,1.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,2.5,0.0,63.92,2.0,2.5,0,0,0,0,0,1,0,0,1,0,0
183,1.0,1.0,3.0,5.0,8,0.0,4.0,3.0,0.0,1.0,4.0,52.53,5.0,0.324,2,1.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,35.0,5.0,3.0,1.0,52.89,2.0,3.0,1,0,0,0,0,1,0,0,1,0,1
184,1.0,6.0,3.0,3.0,7,0.0,4.0,2.0,0.0,1.0,3.0,43.61,5.0,0.324,2,1.0,0.0,92.0,7.0,0.0,0.0,0.0,1.0,26.0,5.0,2.0,0.0,52.72,1.0,3.25,1,0,0,0,0,1,0,0,1,0,1
185,1.0,5.0,3.0,7.0,8,2.0,3.0,3.0,0.0,1.0,3.0,52.53,5.0,0.069,2,1.0,0.0,92.0,7.0,0.0,0.0,0.0,0.0,25.0,4.0,2.25,1.0,60.1,1.0,2.5,1,0,0,0,0,1,0,0,1,0,1
186,1.0,3.0,3.0,6.0,11,0.0,3.0,4.0,0.0,0.0,3.0,71.13,5.0,0.324,2,1.0,0.0,92.0,7.0,0.0,0.0,0.0,0.0,29.0,5.0,3.0,1.0,70.28,2.0,2.75,0,0,0,0,0,1,0,0,1,0,1
187,1.0,1.0,2.0,8.0,9,1.0,2.0,4.0,0.0,1.0,4.0,63.4,5.0,0.324,2,1.0,0.0,92.0,7.0,0.0,0.0,0.0,1.0,32.0,6.0,3.5,1.0,59.76,2.0,3.25,1,0,0,0,0,1,0,0,1,0,0
188,1.0,1.0,3.0,7.0,11,2.0,1.0,3.0,0.0,1.0,4.0,54.94,5.0,0.324,2,1.0,0.0,92.0,7.0,0.0,0.0,0.0,1.0,31.0,6.0,3.75,1.0,58.11,1.0,3.75,1,0,0,0,0,1,0,0,1,0,0
189,1.0,1.0,3.0,6.0,12,2.0,6.0,3.0,0.0,0.0,3.0,51.02,5.0,0.579,2,1.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,27.0,5.0,2.75,1.0,50.14,1.0,3.5,1,0,0,0,0,1,0,0,1,0,0
