Family_Composition,Generation,Parents_education,Family_Income,athletic_level,F2_College_entrance,High_School_Attendence,School_Urbanicity,Number_of_school_activities,F3_GPA_first_year_,F3_Highest_level_of_education,F1_Std Math,Std_Math_Reading,Units_in_math,Free_Lunch,9_12 GPA,gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,"Race_Hispanic, no race specified","Race_Hispanic, race specified",Race_More than one race,Race_White,marital_parental_status_M w bio children,marital_parental_status_M w/o bio children,marital_parental_status_Single/separtd/divrcd/widowd w bio chld,marital_parental_status_Single/separtd/divrcd/widowd w/o bio chd,Geographical_Region_Midwest,Geographical_Region_Northeast,Geographical_Region_South,Geographical_Region_West,School_Control_Catholic,School_Control_Other private,School_Control_Public
5.0,3.0,3.0,6,2.0,3.0,5.0,2,1.0,2.75,1.0,54.37,52.78,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,7.0,12,,,5.0,2,0.0,2.25,0.0,55.68,55.13,,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,4.0,10,3.0,1.0,5.0,2,3.0,2.75,0.0,43.51,43.87,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,11,0.0,4.0,5.0,2,1.0,3.75,1.0,58.96,63.88,,2.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,2.0,2.0,9,0.0,1.0,5.0,2,1.0,,0.0,44.77,44.07,,2.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,8,0.0,,5.0,2,0.0,,0.0,64.28,62.73,,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,1.0,2.0,9,1.0,1.0,5.0,2,1.0,3.75,1.0,56.83,61.88,,2.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,,2.0,9,1.0,,5.0,2,0.0,,0.0,27.72,43.53,,2.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,6.0,12,0.0,3.0,5.0,2,1.0,2.0,1.0,55.97,52.58,,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,11,,3.0,5.0,2,2.0,3.75,0.0,,56.49,,2.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,2.0,5.0,11,1.0,0.0,10.0,2,0.0,,0.0,,53.29,,2.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,6.0,9,0.0,3.0,5.0,2,1.0,3.0,1.0,56.38,56.57,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,2.0,6.0,12,0.0,1.0,5.0,2,1.0,3.0,0.0,61.24,58.32,,2.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,8.0,13,1.0,4.0,5.0,2,2.0,3.5,1.0,71.7,70.13,,2.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,11,2.0,,5.0,2,1.0,,0.0,47.45,48.3,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,5.0,10,1.0,,5.0,2,1.0,,0.0,,55.7,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,6.0,11,,,5.0,2,1.0,3.0,1.0,,52.87,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,3.0,11,0.0,4.0,5.0,2,0.0,2.25,0.0,59.22,54.69,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,,2.0,11,0.0,,5.0,2,1.0,3.5,0.0,37.91,45.18,,2.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,5.0,10,0.0,1.0,5.0,2,0.0,3.5,0.0,62.23,66.76,,2.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,10,2.0,0.0,5.0,2,0.0,,0.0,53.02,53.47,,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,5.0,9,0.0,0.0,5.0,2,1.0,,0.0,52.87,54.46,,2.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,12,2.0,4.0,5.0,2,1.0,3.0,1.0,63.83,63.87,,2.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,,7.0,8,2.0,0.0,10.0,2,0.0,,0.0,,34.35,,2.0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,9,2.0,1.0,8.0,2,0.0,0.5,0.0,,60.32,,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,11,2.0,3.0,5.0,2,0.0,3.0,1.0,58.18,54.25,,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,2.0,9,0.0,0.0,5.0,2,0.0,,0.0,52.61,49.75,,2.0,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1.0,3.0,2.0,10,2.0,4.0,5.0,2,1.0,3.5,1.0,55.25,49.92,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,10,0.0,,5.0,2,5.0,3.0,1.0,46.89,44.81,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3.0,3.0,6.0,12,2.0,1.0,5.0,2,0.0,0.0,0.0,45.88,49.76,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,6.0,12,2.0,,5.0,2,3.0,2.0,0.0,58.43,65.96,,2.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5.0,3.0,2.0,7,0.0,0.0,5.0,2,0.0,,0.0,31.6,32.87,,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1.0,3.0,2.0,6,2.0,0.0,5.0,2,0.0,,0.0,54.2,54.88,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,9,0.0,0.0,10.0,2,0.0,,0.0,,47.61,,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,6.0,9,2.0,1.0,5.0,2,1.0,3.0,1.0,54.98,52.43,,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,7.0,8,0.0,0.0,1.0,2,2.0,,0.0,,43.07,,2.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,2.0,5,0.0,,5.0,2,1.0,2.25,0.0,50.59,52.02,,2.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,5.0,9,0.0,0.0,1.0,2,1.0,3.5,0.0,41.75,41.91,,2.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,10,2.0,3.0,5.0,2,0.0,3.75,0.0,49.8,55.05,,2.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,10,2.0,4.0,5.0,2,3.0,3.75,1.0,66.81,67.42,,2.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,1.0,2.0,8,2.0,1.0,5.0,2,2.0,,0.0,52.66,54.64,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6.0,3.0,2.0,8,0.0,1.0,5.0,2,0.0,3.0,0.0,58.3,56.49,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,1.0,9,0.0,0.0,5.0,2,0.0,,0.0,37.83,37.99,,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,,2.0,6,1.0,0.0,1.0,2,0.0,,0.0,51.57,56.81,,2.0,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
,,,7,,3.0,5.0,2,,,0.0,55.43,,,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,10,2.0,1.0,5.0,2,0.0,2.5,0.0,36.18,48.36,,6.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,8,3.0,2.0,5.0,2,0.0,1.5,1.0,35.63,50.16,,6.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,8,2.0,2.0,5.0,2,1.0,3.0,0.0,53.51,53.94,,6.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,4,,0.0,5.0,2,0.0,,0.0,38.21,37.46,,6.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
,,,11,,3.0,5.0,2,,3.25,1.0,54.72,56.42,,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,8,,1.0,5.0,2,0.0,,0.0,43.41,49.99,,6.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,10,1.0,4.0,5.0,2,4.0,4.0,1.0,60.29,58.74,,6.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,6.0,8,3.0,,5.0,2,3.0,3.0,1.0,36.27,41.93,,6.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,10,2.0,3.0,5.0,2,2.0,2.25,1.0,43.94,44.84,,6.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
7.0,3.0,2.0,5,0.0,1.0,5.0,2,0.0,2.75,0.0,41.17,45.08,,6.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,8,,0.0,5.0,2,0.0,,0.0,57.26,51.56,,6.0,3.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5.0,3.0,2.0,5,0.0,0.0,10.0,2,0.0,,0.0,,42.43,,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,8,2.0,3.0,5.0,2,0.0,3.5,1.0,62.06,58.83,,6.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,10,2.0,3.0,5.0,2,2.0,2.5,1.0,65.22,60.0,,6.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4.0,3.0,4.0,10,0.0,0.0,5.0,2,0.0,,0.0,37.83,42.52,,6.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,11,1.0,4.0,5.0,2,2.0,3.75,1.0,61.52,58.24,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,12,2.0,3.0,5.0,2,2.0,,1.0,55.36,53.39,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,12,2.0,4.0,5.0,2,0.0,,1.0,47.64,49.5,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,12,2.0,3.0,5.0,2,0.0,3.75,1.0,58.59,61.92,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,5.0,9,2.0,0.0,5.0,2,2.0,,0.0,37.75,42.91,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4.0,3.0,1.0,9,0.0,0.0,5.0,2,0.0,,0.0,41.34,44.93,,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.0,,2.0,11,1.0,3.0,5.0,2,1.0,2.25,1.0,66.47,62.51,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,8,,1.0,1.0,2,1.0,,0.0,,44.1,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,8,1.0,2.0,5.0,2,0.0,1.5,0.0,33.84,35.18,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,8.0,11,2.0,4.0,5.0,2,1.0,3.5,0.0,62.94,60.68,,1.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
,,,13,,2.0,5.0,2,,3.25,0.0,42.99,50.14,,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,5.0,11,,0.0,5.0,2,0.0,,0.0,34.49,57.37,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,6.0,9,2.0,1.0,5.0,2,1.0,2.5,1.0,56.73,61.08,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,6.0,11,2.0,3.0,5.0,2,0.0,3.75,1.0,50.97,66.58,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
,,,12,,4.0,5.0,2,,3.0,1.0,58.1,59.48,,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3.0,3.0,4.0,9,2.0,3.0,5.0,2,2.0,1.5,0.0,,49.67,,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,2.0,6.0,10,2.0,1.0,5.0,2,0.0,2.25,0.0,57.12,51.55,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,,6.0,10,2.0,2.0,5.0,2,3.0,3.5,0.0,51.46,60.67,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,9,,4.0,5.0,2,1.0,4.0,1.0,64.71,50.53,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,3.0,9,0.0,4.0,5.0,2,4.0,3.0,1.0,59.44,58.01,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,11,1.0,4.0,5.0,2,4.0,,1.0,54.21,60.5,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,11,2.0,3.0,5.0,2,1.0,3.5,1.0,63.97,68.33,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,7,0.0,4.0,5.0,2,1.0,3.0,1.0,68.19,61.15,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,5.0,11,2.0,3.0,5.0,2,3.0,,0.0,52.85,59.11,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,8,2.0,2.0,5.0,2,2.0,3.0,1.0,47.94,47.38,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,,2.0,4,2.0,3.0,5.0,2,3.0,,1.0,56.24,58.02,,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,2.0,10,2.0,3.0,5.0,2,3.0,2.0,1.0,47.99,53.68,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,3.0,5,0.0,0.0,5.0,2,0.0,,0.0,64.97,63.08,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3.0,1.0,3.0,11,2.0,1.0,5.0,2,0.0,,0.0,57.88,60.37,,3.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,10,2.0,,5.0,2,0.0,3.25,1.0,54.92,51.88,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,2.0,11,1.0,3.0,5.0,2,4.0,2.75,1.0,49.75,57.04,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,2.0,6,2.0,0.0,5.0,2,0.0,,0.0,49.99,48.29,,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,6,0.0,4.0,5.0,2,4.0,3.25,1.0,63.69,59.79,,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,5.0,9,2.0,4.0,5.0,2,0.0,4.0,1.0,65.13,62.55,,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,8,1.0,4.0,5.0,2,1.0,4.0,1.0,64.28,61.99,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,2.0,10,0.0,1.0,5.0,2,2.0,3.25,0.0,39.91,38.25,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,11,0.0,,5.0,2,0.0,2.5,0.0,47.83,53.15,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5.0,,3.0,10,0.0,0.0,5.0,2,0.0,,0.0,38.49,43.31,,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5.0,3.0,2.0,7,2.0,2.0,5.0,2,1.0,3.5,1.0,49.95,48.55,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,6.0,9,2.0,3.0,5.0,2,0.0,1.75,0.0,55.98,52.12,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,5.0,7,0.0,0.0,10.0,2,2.0,,0.0,,50.74,,3.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5.0,3.0,4.0,5,1.0,0.0,5.0,2,1.0,3.0,0.0,43.21,47.22,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,10,0.0,1.0,5.0,2,1.0,,0.0,34.15,26.68,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,9,1.0,1.0,5.0,2,1.0,3.0,0.0,49.79,49.69,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
8.0,1.0,7.0,6,0.0,4.0,5.0,2,0.0,3.25,1.0,63.26,56.72,,3.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,5.0,11,,,5.0,2,1.0,,0.0,40.84,46.7,,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3.0,6.0,11,2.0,,5.0,2,1.0,2.5,1.0,52.66,56.0,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,2.0,6,0.0,0.0,5.0,2,0.0,,0.0,32.68,29.42,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,,2.0,8,,0.0,5.0,2,1.0,,0.0,45.78,44.69,,3.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,10,,3.0,5.0,2,2.0,3.25,1.0,57.07,56.28,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,9,3.0,4.0,5.0,2,0.0,3.0,1.0,66.23,59.59,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,6,1.0,0.0,5.0,2,1.0,,0.0,39.17,27.99,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,7,1.0,1.0,5.0,2,0.0,2.75,1.0,54.05,57.17,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,9,2.0,,5.0,2,1.0,3.75,1.0,53.37,52.25,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,6.0,8,2.0,4.0,5.0,2,1.0,3.0,1.0,69.2,64.86,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,7,1.0,0.0,5.0,2,0.0,2.0,0.0,36.72,33.9,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1.0,3.0,2.0,8,2.0,0.0,5.0,2,1.0,0.75,0.0,40.66,46.45,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,9,,0.0,5.0,2,0.0,,0.0,53.15,63.61,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,6,,0.0,10.0,2,1.0,,0.0,,38.44,,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5.0,3.0,6.0,4,,0.0,10.0,2,0.0,,0.0,,35.79,,3.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6.0,3.0,6.0,6,0.0,0.0,5.0,2,0.0,,0.0,56.69,59.47,,3.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,3.0,9,,0.0,5.0,2,3.0,4.0,0.0,52.9,50.67,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,12,0.0,0.0,5.0,2,2.0,,0.0,29.74,35.77,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
7.0,3.0,3.0,6,3.0,0.0,1.0,2,3.0,,0.0,37.98,34.75,,3.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,5.0,5,,1.0,5.0,2,1.0,2.0,0.0,37.8,36.14,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,6.0,8,0.0,0.0,5.0,2,1.0,,0.0,52.37,56.61,,3.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,9,0.0,0.0,5.0,2,1.0,1.5,0.0,46.35,35.54,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,,2.0,8,0.0,0.0,5.0,2,0.0,,0.0,36.81,36.39,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5.0,3.0,2.0,6,,0.0,5.0,2,2.0,2.0,0.0,58.88,57.89,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,2.0,8,0.0,0.0,10.0,2,0.0,3.0,0.0,,36.77,,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,6.0,10,,,1.0,2,1.0,,0.0,56.02,57.48,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6.0,3.0,2.0,9,0.0,0.0,5.0,2,1.0,,0.0,37.73,41.69,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,4.0,10,1.0,1.0,5.0,2,3.0,4.0,0.0,41.08,60.53,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,10,0.0,0.0,5.0,2,0.0,,0.0,51.93,52.5,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2.0,3.0,6.0,10,,0.0,10.0,2,1.0,,0.0,,50.43,,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3.0,3.0,2.0,10,,0.0,5.0,2,1.0,,0.0,,43.08,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,,5.0,12,,0.0,5.0,2,0.0,,0.0,55.15,45.83,,3.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,11,2.0,3.0,5.0,2,0.0,,0.0,56.56,50.6,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,1.0,8.0,9,2.0,4.0,5.0,2,3.0,3.75,0.0,72.59,74.36,,1.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,1.0,7.0,13,0.0,3.0,5.0,2,0.0,3.25,1.0,51.74,55.39,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,6.0,9,2.0,4.0,5.0,2,2.0,3.75,1.0,74.97,61.8,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,8.0,11,2.0,2.0,5.0,2,3.0,3.5,1.0,59.0,54.9,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1.0,2.0,8.0,12,3.0,4.0,5.0,2,5.0,3.0,1.0,74.97,66.52,,1.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.0,3.0,7.0,8,3.0,1.0,5.0,2,0.0,2.25,0.0,40.46,40.44,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
